evaluations raw_y
50000 52.0000000000
evaluations raw_y
1 54.0000000000
24 61.0000000000
228 62.0000000000
432 64.0000000000
1723 65.0000000000
2159 69.0000000000
8095 70.0000000000
50000 47.0000000000
evaluations raw_y
1 50.0000000000
3 51.0000000000
7 57.0000000000
12 58.0000000000
36 64.0000000000
123 66.0000000000
1647 70.0000000000
50000 51.0000000000
evaluations raw_y
1 48.0000000000
4 52.0000000000
5 57.0000000000
11 63.0000000000
134 64.0000000000
428 66.0000000000
1873 67.0000000000
2498 70.0000000000
47960 72.0000000000
50000 54.0000000000
evaluations raw_y
1 61.0000000000
97 62.0000000000
100 64.0000000000
1053 65.0000000000
1330 67.0000000000
3908 68.0000000000
5275 69.0000000000
11181 70.0000000000
50000 38.0000000000
evaluations raw_y
1 35.0000000000
2 44.0000000000
3 45.0000000000
5 46.0000000000
6 54.0000000000
10 57.0000000000
34 59.0000000000
53 60.0000000000
58 66.0000000000
5612 67.0000000000
25120 68.0000000000
41245 71.0000000000
50000 39.0000000000
evaluations raw_y
1 45.0000000000
2 59.0000000000
17 60.0000000000
34 62.0000000000
239 63.0000000000
885 66.0000000000
2511 69.0000000000
50000 41.0000000000
evaluations raw_y
1 56.0000000000
15 57.0000000000
53 60.0000000000
82 65.0000000000
539 66.0000000000
1166 67.0000000000
2930 68.0000000000
8259 69.0000000000
11921 70.0000000000
29198 71.0000000000
50000 52.0000000000
evaluations raw_y
1 50.0000000000
2 56.0000000000
31 63.0000000000
573 64.0000000000
689 68.0000000000
33098 71.0000000000
50000 48.0000000000
evaluations raw_y
1 53.0000000000
6 54.0000000000
9 56.0000000000
11 57.0000000000
14 61.0000000000
20 64.0000000000
207 68.0000000000
4022 69.0000000000
12182 73.0000000000
50000 47.0000000000
evaluations raw_y
1 52.0000000000
5 56.0000000000
12 60.0000000000
176 61.0000000000
277 62.0000000000
452 66.0000000000
8459 68.0000000000
13942 69.0000000000
16486 70.0000000000
50000 58.0000000000
evaluations raw_y
1 47.0000000000
2 48.0000000000
3 53.0000000000
4 56.0000000000
13 59.0000000000
30 60.0000000000
61 64.0000000000
91 66.0000000000
660 67.0000000000
3129 69.0000000000
3773 72.0000000000
50000 49.0000000000
evaluations raw_y
1 56.0000000000
25 57.0000000000
26 58.0000000000
37 59.0000000000
53 62.0000000000
177 63.0000000000
190 65.0000000000
2017 66.0000000000
5686 67.0000000000
8485 69.0000000000
23752 70.0000000000
41273 71.0000000000
50000 50.0000000000
evaluations raw_y
1 48.0000000000
2 49.0000000000
3 55.0000000000
14 57.0000000000
29 59.0000000000
37 64.0000000000
908 65.0000000000
1712 69.0000000000
23672 72.0000000000
50000 54.0000000000
evaluations raw_y
1 47.0000000000
5 58.0000000000
50 61.0000000000
92 62.0000000000
145 66.0000000000
2817 67.0000000000
4001 69.0000000000
12491 71.0000000000
50000 55.0000000000
evaluations raw_y
1 52.0000000000
2 53.0000000000
16 57.0000000000
30 58.0000000000
38 61.0000000000
180 62.0000000000
448 65.0000000000
3892 66.0000000000
4458 67.0000000000
4518 73.0000000000
50000 53.0000000000
evaluations raw_y
1 54.0000000000
4 55.0000000000
7 56.0000000000
28 57.0000000000
33 59.0000000000
135 61.0000000000
179 62.0000000000
208 63.0000000000
309 64.0000000000
473 65.0000000000
990 66.0000000000
2073 67.0000000000
3371 68.0000000000
4258 70.0000000000
50000 53.0000000000
evaluations raw_y
1 51.0000000000
2 53.0000000000
3 54.0000000000
10 55.0000000000
13 59.0000000000
29 60.0000000000
82 62.0000000000
175 63.0000000000
924 65.0000000000
2072 66.0000000000
3498 67.0000000000
4792 68.0000000000
5789 69.0000000000
14569 71.0000000000
50000 36.0000000000
evaluations raw_y
1 54.0000000000
2 55.0000000000
4 60.0000000000
85 69.0000000000
2995 72.0000000000
50000 55.0000000000
evaluations raw_y
1 55.0000000000
7 60.0000000000
104 61.0000000000
220 62.0000000000
221 63.0000000000
410 65.0000000000
574 66.0000000000
3868 67.0000000000
18882 68.0000000000
22255 72.0000000000
49200 73.0000000000
50000 57.0000000000
evaluations raw_y
1 49.0000000000
2 52.0000000000
9 53.0000000000
11 57.0000000000
63 59.0000000000
66 61.0000000000
127 67.0000000000
560 68.0000000000
15606 69.0000000000
30120 71.0000000000
50000 55.0000000000
evaluations raw_y
1 45.0000000000
2 47.0000000000
3 49.0000000000
8 50.0000000000
10 66.0000000000
939 69.0000000000
2161 70.0000000000
29455 71.0000000000
50000 50.0000000000
evaluations raw_y
1 45.0000000000
2 51.0000000000
4 52.0000000000
8 53.0000000000
10 54.0000000000
18 55.0000000000
20 61.0000000000
111 62.0000000000
147 65.0000000000
253 68.0000000000
10654 71.0000000000
50000 54.0000000000
evaluations raw_y
1 58.0000000000
11 61.0000000000
28 62.0000000000
109 64.0000000000
163 66.0000000000
2732 68.0000000000
6353 69.0000000000
50000 46.0000000000
evaluations raw_y
1 52.0000000000
3 56.0000000000
19 57.0000000000
34 62.0000000000
249 63.0000000000
805 64.0000000000
1778 65.0000000000
1807 71.0000000000
50000 54.0000000000
